,Village_Area_Name,Beat_Name,Year,count
41710,KALLAKAVATAGI,Beat No 31..,2019,2
41711,KALLAKAVATAGI,Beat No 31..,2020,1
41712,KALLAKAVATAGI,Beat No 31..,2022,4
41713,KALLAKOPPA ITAGULI,NEW BEAT 16..,2020,1
41714,KALLAKOPPA ITAGULI,NEW BEAT 16..,2022,2
41715,KALLALLI,BEAT 1..,2016,17
41716,KALLALLI,BEAT 1..,2017,12
41717,KALLALLI,BEAT 1..,2018,19
41718,KALLALLI,BEAT 1..,2019,12
41719,KALLALLI,BEAT 1..,2020,9
41720,KALLALLI,BEAT 1..,2021,19
41721,KALLALLI,BEAT 1..,2022,21
41722,KALLALLI,BEAT 1..,2023,17
41723,KALLALLI,BEAT 1..,2024,3
41724,KALLAMBELLA,BEAT 018..,2018,3
41725,KALLAMBELLA,BEAT 018..,2019,2
41726,KALLAMBELLA,BEAT 018..,2020,2
41727,KALLAMBELLA,BEAT 018..,2021,5
41728,KALLAMBELLA,BEAT 018..,2022,1
41729,KALLAMBELLA,BEAT 018..,2023,3
41730,KALLAMBELLA,BEAT 018..,2024,1
41731,KALLAMUNDKUR,BEAT 3..,2016,23
41732,KALLAMUNDKUR,BEAT 3..,2017,46
41733,KALLAMUNDKUR,BEAT 3..,2018,24
41734,KALLAMUNDKUR,BEAT 3..,2019,14
41735,KALLAMUNDKUR,BEAT 3..,2020,23
41736,KALLAMUNDKUR,BEAT 3..,2021,15
41737,KALLAMUNDKUR,BEAT 3..,2022,23
41738,KALLAMUNDKUR,BEAT 3..,2023,8
41739,KALLAMUNDKUR,BEAT 3..,2024,2
41740,KALLANAHALLI,12 TH BEATH..,2016,3
41741,KALLANAHALLI,12 TH BEATH..,2017,1
41742,KALLANAHALLI,12 TH BEATH..,2018,2
41743,KALLANAHALLI,12 TH BEATH..,2019,2
41744,KALLANAHALLI,12 TH BEATH..,2020,2
41745,KALLANAHALLI,12 TH BEATH..,2021,2
41746,KALLANAYAKANAHALLI,14 VILLAGE BEAT..,2016,12
41747,KALLANAYAKANAHALLI,14 VILLAGE BEAT..,2017,8
41748,KALLANAYAKANAHALLI,14 VILLAGE BEAT..,2018,10
41749,KALLANAYAKANAHALLI,14 VILLAGE BEAT..,2019,5
41750,KALLANAYAKANAHALLI,14 VILLAGE BEAT..,2020,4
41751,KALLANAYAKANAHALLI,14 VILLAGE BEAT..,2021,5
41752,KALLANAYAKANAHALLI,14 VILLAGE BEAT..,2022,5
41753,KALLANAYAKANAHALLI,14 VILLAGE BEAT..,2023,12
41754,KALLANAYAKANAHALLI,14 VILLAGE BEAT..,2024,1
41755,KALLANAYAKANAHALLI,BEAT 11..,2016,4
41756,KALLANAYAKANAHALLI,BEAT 11..,2017,1
41757,KALLANAYAKANAHALLI,BEAT 11..,2018,6
41758,KALLANAYAKANAHALLI,BEAT 11..,2019,4
41759,KALLANAYAKANAHALLI,BEAT 11..,2021,2
41760,KALLANAYAKANAHALLI,BEAT 11..,2022,2
41761,KALLANAYAKANAHALLI,BEAT 11..,2023,5
41762,KALLANGERE,NEW VILLAGE BEAT 13..,2017,1
41763,KALLANGERE,NEW VILLAGE BEAT 13..,2018,3
41764,KALLANGERE,NEW VILLAGE BEAT 13..,2019,2
41765,KALLANGERE,NEW VILLAGE BEAT 13..,2020,4
41766,KALLANGERE,NEW VILLAGE BEAT 13..,2021,8
41767,KALLANGERE,NEW VILLAGE BEAT 13..,2022,1
41768,KALLAPUR,BEAT 31..,2021,2
41769,KALLAPUR,BEAT 31..,2022,1
41770,KALLAPUR,BEAT 31..,2023,4
41771,KALLAPUR,BEAT NO 32..,2019,3
41772,KALLAPUR,BEAT NO 32..,2020,2
41773,KALLAPUR,BEAT NO 32..,2021,1
41774,KALLAPUR,BEAT NO 32..,2022,1
41775,KALLAPUR,BEAT NO 32..,2023,5
41776,KALLAPUR,NEW BEAT 19..,2019,1
41777,KALLAPUR,NEW BEAT 19..,2023,1
41778,KALLAPUR,OP Beat 2..,2016,2
41779,KALLAPUR,OP Beat 2..,2017,2
41780,KALLAPUR,OP Beat 2..,2018,1
41781,KALLAPUR,OP Beat 2..,2019,7
41782,KALLAPUR,OP Beat 2..,2020,1
41783,KALLAPUR,OP Beat 2..,2021,4
41784,KALLAPUR,OP Beat 2..,2022,2
41785,KALLAPUR,OP Beat 2..,2023,9
41786,KALLAPUR,OP Beat 2..,2024,3
41787,KALLAPURA,Beat 11..,2016,3
41788,KALLAPURA,Beat 11..,2017,4
41789,KALLAPURA,Beat 11..,2018,11
41790,KALLAPURA,Beat 11..,2019,8
41791,KALLAPURA,Beat 11..,2020,12
41792,KALLAPURA,Beat 11..,2021,17
41793,KALLAPURA,Beat 11..,2022,22
41794,KALLAPURA,Beat 11..,2023,6
41795,KALLAPURA,Beat 11..,2024,2
41796,KALLAPURA,NEW V BEAT 11..,2020,3
41797,KALLAPURA,NEW V BEAT 11..,2021,3
41798,KALLAPURA,NEW V BEAT 11..,2022,1
41799,KALLAPURA,NEW V BEAT 11..,2023,9
41800,KALLAREKOPPALU,New Beat 13..,2018,2
41801,KALLAREKOPPALU,New Beat 13..,2022,3
41802,KALLAREKOPPALU,New Beat 13..,2023,1
41803,KALLAREKOPPALU,New Beat 13..,2024,1
41804,KALLATTIPALYA,BEAT 9..,2017,1
41805,KALLATTIPALYA,BEAT 9..,2018,1
41806,KALLATTIPALYA,BEAT 9..,2019,4
41807,KALLATTIPALYA,BEAT 9..,2020,6
41808,KALLATTIPALYA,BEAT 9..,2021,3
41809,KALLATTIPALYA,BEAT 9..,2022,10
41810,KALLATTIPALYA,BEAT 9..,2023,3
41811,KALLATTIPALYA,BEAT 9..,2024,1
41812,KALLAVVANAGATHIHALLI VILLAGE,NEW V BEAT 30..,2019,1
41813,KALLAVVANAGATHIHALLI VILLAGE,NEW V BEAT 30..,2020,2
41814,KALLAVVANAGATHIHALLI VILLAGE,NEW V BEAT 30..,2021,2
41815,KALLAVVANAGATHIHALLI VILLAGE,NEW V BEAT 30..,2022,2
41816,KALLEDEVARA PURA,BEAT NO 37..,2019,1
41817,KALLEDEVARA PURA,BEAT NO 37..,2021,1
41818,KALLEDEVARA PURA,BEAT NO 37..,2022,1
41819,KALLEDEVARA PURA,BEAT NO 37..,2023,1
41820,KALLEDEVARA PURA,BEAT NO 37..,2024,1
41821,KALLEDEVARU,BEAT 5..,2016,14
41822,KALLEDEVARU,BEAT 5..,2017,6
41823,KALLEDEVARU,BEAT 5..,2018,13
41824,KALLEDEVARU,BEAT 5..,2019,4
41825,KALLEDEVARU,BEAT 5..,2020,4
41826,KALLEDEVARU,BEAT 5..,2021,5
41827,KALLEDEVARU,BEAT 5..,2022,5
41828,KALLEDEVARU,BEAT 5..,2023,4
41829,KALLEDEVARU,BEAT 5..,2024,3
41830,KALLEHOL,BEAT 40..,2017,4
41831,KALLEHOL,BEAT 40..,2019,3
41832,KALLEHOL,BEAT 40..,2020,5
41833,KALLEHOL,BEAT 40..,2022,2
41834,KALLEHOL,BEAT 40..,2023,4
41835,KALLENAHALLI,BEAT 16..,2018,5
41836,KALLENAHALLI,BEAT 16..,2019,1
41837,KALLENAHALLI,BEAT 16..,2020,2
41838,KALLENAHALLI,BEAT 16..,2021,2
41839,KALLENAHALLI,BEAT 16..,2022,3
41840,KALLENAHALLI,BEAT 25..,2018,7
41841,KALLENAHALLI,BEAT 25..,2021,2
41842,KALLENAHALLI,BEAT 25..,2023,2
41843,KALLENAHALLI,New Beat 23..,2018,1
41844,KALLENAHALLI,New Beat 23..,2019,1
41845,KALLENAHALLI,New Beat 23..,2020,1
41846,KALLENAHALLI,New Beat 23..,2021,3
41847,KALLENAHALLI,New Beat 23..,2022,10
41848,KALLENAHALLI,New Beat 23..,2024,1
41849,KALLEREPURA VILLAGE,New Beat No03..,2018,2
41850,KALLEREPURA VILLAGE,New Beat No03..,2020,1
41851,KALLEREPURA VILLAGE,New Beat No03..,2022,4
41852,KALLEREPURA VILLAGE,New Beat No03..,2023,4
41853,KALLEREPURA VILLAGE,New Beat No03..,2024,1
41854,KALLESHWAR,BEAT NO 33..,2019,1
41855,KALLESHWAR,BEAT NO 33..,2020,1
41856,KALLESHWAR,BEAT NO 33..,2022,1
41857,KALLESHWAR,BEAT NO 33..,2023,5
41858,KALLESHWAR,BEAT NO 33..,2024,1
41859,KALLI,Beat 2..,2016,6
41860,KALLI,Beat 2..,2017,4
41861,KALLI,Beat 2..,2018,4
41862,KALLI,Beat 2..,2019,2
41863,KALLI,Beat 2..,2021,3
41864,KALLI,Beat 2..,2022,5
41865,KALLI,Beat 2..,2023,4
41866,KALLI HOASALLI,NONE..,2019,1
41867,KALLI HOASALLI,NONE..,2021,1
41868,KALLI HOASALLI,NONE..,2022,1
41869,KALLIGANUR,VILLAGE BEAT 27..,2018,3
41870,KALLIGANUR,VILLAGE BEAT 27..,2020,1
41871,KALLIGANUR,VILLAGE BEAT 27..,2022,1
41872,KALLIGANUR,VILLAGE BEAT 27..,2023,1
41873,KALLIGUDDA,RURAL BEAT NO 9..,2021,1
41874,KALLIKOPPALU,New Beat NO 20..,2018,1
41875,KALLIKOPPALU,New Beat NO 20..,2019,2
41876,KALLIKOPPALU,New Beat NO 20..,2020,2
41877,KALLIKOPPALU,New Beat NO 20..,2021,1
41878,KALLIKOPPALU,New Beat NO 20..,2022,2
41879,KALLIKOTTURU,9th BEAT..,2020,2
41880,KALLINAYAKANAHALLI,9..,2016,10
41881,KALLINAYAKANAHALLI,9..,2017,4
41882,KALLINAYAKANAHALLI,9..,2018,3
41883,KALLINAYAKANAHALLI,9..,2019,6
41884,KALLINAYAKANAHALLI,9..,2020,1
41885,KALLINAYAKANAHALLI,9..,2021,2
41886,KALLINAYAKANAHALLI,9..,2022,5
41887,KALLINAYAKANAHALLI,9..,2023,4
41888,KALLINAYAKANAHALLI,9..,2024,3
41889,KALLIPALLI,BEAT 09..,2016,3
41890,KALLIPALLI,BEAT 09..,2018,2
41891,KALLIPALLI,BEAT 09..,2019,2
41892,KALLIPALLI,BEAT 09..,2020,4
41893,KALLIPALLI,BEAT 09..,2021,7
41894,KALLIPALLI,BEAT 09..,2022,3
41895,KALLIPALLI,BEAT 09..,2023,1
41896,KALLIPALYA,0..,2016,3
41897,KALLIPALYA,0..,2017,2
41898,KALLIPALYA,0..,2018,3
41899,KALLIPALYA,0..,2019,1
41900,KALLIPALYA,0..,2021,1
41901,KALLIPALYA,0..,2022,3
41902,KALLIPALYA,BEAT 5..,2016,1
41903,KALLIPALYA,BEAT 5..,2017,1
41904,KALLIPALYA,BEAT 5..,2018,4
41905,KALLIPALYA,BEAT 5..,2019,3
41906,KALLIPALYA,BEAT 5..,2020,7
41907,KALLIPALYA,BEAT 5..,2021,2
41908,KALLIPALYA,BEAT 5..,2022,6
41909,KALLIPALYA,BEAT 5..,2023,3
41910,KALLODI ABBIGALLU,NEW BEAT 04..,2016,1
41911,KALLODI ABBIGALLU,NEW BEAT 04..,2022,3
41912,KALLODI ABBIGALLU,NEW BEAT 04..,2023,7
41913,KALLOL,00..,2020,1
41914,KALLOL,00..,2021,1
41915,KALLOL,00..,2022,4
41916,KALLOL,06 BEAT ANKALI PS..,2022,1
41917,KALLOL,06 BEAT ANKALI PS..,2023,2
41918,KALLOL,06 BEAT ANKALI PS..,2024,1
41919,KALLOL,BEAT NO 2..,2016,9
41920,KALLOL,BEAT NO 2..,2017,5
41921,KALLOL,BEAT NO 2..,2018,1
41922,KALLOL,BEAT NO 2..,2019,1
41923,KALLOL,BEAT NO 2..,2021,1
41924,KALLOL,BEAT NO 2..,2022,2
41925,KALLOL,BEAT NO 2..,2023,4
41926,KALLOL,BEAT NO 2..,2024,1
41927,KALLOLI,18..,2017,7
41928,KALLOLI,18..,2018,7
41929,KALLOLI,18..,2019,8
41930,KALLOLI,18..,2020,3
41931,KALLOLI,18..,2021,7
41932,KALLOLI,18..,2022,12
41933,KALLOLI,18..,2023,10
41934,KALLOLI,18..,2024,1
41935,KALLOLLI,5..,2016,8
41936,KALLOLLI,5..,2017,17
41937,KALLOLLI,5..,2018,6
41938,KALLOLLI,5..,2019,11
41939,KALLOLLI,5..,2020,3
41940,KALLOLLI,5..,2021,3
41941,KALLOLLI,5..,2022,5
41942,KALLOLLI,5..,2023,7
41943,KALLOLLI,5..,2024,1
41944,KALLOTTI,Bevanur 02..,2016,7
41945,KALLOTTI,Bevanur 02..,2017,9
41946,KALLOTTI,Bevanur 02..,2018,2
41947,KALLOTTI,Bevanur 02..,2020,1
41948,KALLOTTI,Bevanur 02..,2021,3
41949,KALLOTTI,Bevanur 02..,2023,1
41950,KALLOTTI,Kallotti 05..,2017,5
41951,KALLOTTI,Kallotti 05..,2018,7
41952,KALLOTTI,Kallotti 05..,2019,2
41953,KALLOTTI,Kallotti 05..,2020,1
41954,KALLOTTI,Kallotti 05..,2021,3
41955,KALLOTTI,Kallotti 05..,2022,2
41956,KALLOTTI,Kallotti 05..,2023,3
41957,KALLUBYADARAHALLY,New Beat NO 14..,2020,1
41958,KALLUBYADARAHALLY,New Beat NO 14..,2021,3
41959,KALLUBYADARAHALLY,New Beat NO 14..,2023,2
41960,KALLUDEVANAHALLI,BEAT 4..,2016,9
41961,KALLUDEVANAHALLI,BEAT 4..,2017,5
41962,KALLUDEVANAHALLI,BEAT 4..,2018,2
41963,KALLUDEVANAHALLI,BEAT 4..,2019,3
41964,KALLUDEVANAHALLI,BEAT 4..,2020,1
41965,KALLUDEVANAHALLI,BEAT 4..,2021,3
41966,KALLUDEVANAHALLI,BEAT 4..,2022,13
41967,KALLUDEVANAHALLI,BEAT 4..,2023,3
41968,KALLUDEVARAHALLI,New Village Beat 27..,2017,1
41969,KALLUDEVARAHALLI,New Village Beat 27..,2018,3
41970,KALLUDEVARAHALLI,New Village Beat 27..,2020,2
41971,KALLUDEVARAHALLI,New Village Beat 27..,2021,1
41972,KALLUDEVARAHALLI,New Village Beat 27..,2022,6
41973,KALLUDODDI,KALLUDODDI..,2021,2
41974,KALLUDODDI,KALLUDODDI..,2022,2
41975,KALLUGUDDE,BEAT NO 27..,2020,1
41976,KALLUGUDDE,BEAT NO 27..,2022,1
41977,KALLUGUDDE,BEAT NO 27..,2023,1
41978,KALLUKOPPA,13 th BEAT..,2021,2
41979,KALLUKOPPA,13 th BEAT..,2022,1
41980,KALLUKOTE,BEAT 12..,2016,4
41981,KALLUKOTE,BEAT 12..,2017,5
41982,KALLUKOTE,BEAT 12..,2018,6
41983,KALLUKOTE,BEAT 12..,2019,4
41984,KALLUKOTE,BEAT 12..,2020,2
41985,KALLUKOTE,BEAT 12..,2021,2
41986,KALLUKOTE,BEAT 12..,2022,2
41987,KALLUKOTE,BEAT 12..,2023,2
41988,KALLUKUNTE,BEAT 4..,2016,8
41989,KALLUKUNTE,BEAT 4..,2017,6
41990,KALLUKUNTE,BEAT 4..,2018,5
41991,KALLUKUNTE,BEAT 4..,2019,6
41992,KALLUKUNTE,BEAT 4..,2020,2
41993,KALLUKUNTE,BEAT 4..,2021,5
41994,KALLUKUNTE,BEAT 4..,2022,4
41995,KALLUKUNTE,BEAT 4..,2023,5
41996,KALLUR,11..,2016,3
41997,KALLUR,14 KALLUR..,2017,2
41998,KALLUR,14 KALLUR..,2018,2
41999,KALLUR,14 KALLUR..,2019,1
42000,KALLUR,14 KALLUR..,2023,1
42001,KALLUR,20 Beat..,2019,2
42002,KALLUR,20 Beat..,2020,5
42003,KALLUR,20 Beat..,2021,2
42004,KALLUR,20 Beat..,2022,3
42005,KALLUR,20 Beat..,2023,3
42006,KALLUR,24 th Beat..,2016,1
42007,KALLUR,24 th Beat..,2019,1
42008,KALLUR,31..,2017,2
42009,KALLUR,31..,2018,6
42010,KALLUR,31..,2019,3
42011,KALLUR,31..,2020,2
42012,KALLUR,31..,2022,2
42013,KALLUR,31..,2023,2
42014,KALLUR,BEAT No 12..,2021,2
42015,KALLUR,BEAT No 12..,2022,1
42016,KALLUR,BEAT No 12..,2023,1
42017,KALLUR K,BEAT NO 11..,2016,5
42018,KALLUR K,BEAT NO 11..,2017,2
42019,KALLUR K,BEAT NO 11..,2018,4
42020,KALLUR K,BEAT NO 11..,2019,7
42021,KALLUR K,BEAT NO 11..,2020,8
42022,KALLUR K,BEAT NO 11..,2021,7
42023,KALLUR K,BEAT NO 11..,2022,10
42024,KALLUR K,BEAT NO 11..,2023,6
42025,KALLUR K,BEAT NO 11..,2024,2
42026,KALLUR K,BEAT NO 25..,2019,1
42027,KALLUR K,BEAT NO 25..,2020,4
42028,KALLUR K,BEAT NO 25..,2021,10
42029,KALLUR K,BEAT NO 25..,2022,5
42030,KALLUR K,BEAT NO 25..,2023,6
42031,KALLUR THANDA,21 Beat..,2019,4
42032,KALLUR THANDA,21 Beat..,2020,2
42033,KALLUR THANDA,21 Beat..,2021,2
42034,KALLUR THANDA,21 Beat..,2022,1
42035,KALLUR THANDA,21 Beat..,2023,1
42036,KALLURU,3 Ed Beat..,2016,5
42037,KALLURU,3 Ed Beat..,2017,6
42038,KALLURU,3 Ed Beat..,2018,4
42039,KALLURU,3 Ed Beat..,2019,7
42040,KALLURU,3 Ed Beat..,2021,6
42041,KALLURU,3 Ed Beat..,2022,2
42042,KALLURU,3 Ed Beat..,2023,5
42043,KALLURU,3 Ed Beat..,2024,1
42044,KALLURU,Beat 29..,2017,7
42045,KALLURU,Beat 29..,2018,3
42046,KALLURU,Beat 29..,2019,2
42047,KALLURU,Beat 29..,2020,4
42048,KALLURU,Beat 29..,2021,1
42049,KALLURU,Beat 29..,2022,9
42050,KALLURU,Beat 29..,2023,2
42051,KALLUSADARAHALLI,Village Beat 8..,2016,6
42052,KALLUSADARAHALLI,Village Beat 8..,2017,10
42053,KALLUSADARAHALLI,Village Beat 8..,2018,10
42054,KALLUSADARAHALLI,Village Beat 8..,2019,13
42055,KALLUSADARAHALLI,Village Beat 8..,2020,2
42056,KALLUSADARAHALLI,Village Beat 8..,2021,2
42057,KALLUSADARAHALLI,Village Beat 8..,2022,4
42058,KALLUSHETTIHALLI,Beat No 22..,2018,1
42059,KALLUSHETTIHALLI,Beat No 22..,2019,1
42060,KALLUSHETTIHALLI,Beat No 22..,2020,1
42061,KALLUSHETTIHALLI,Beat No 22..,2023,1
42062,KALLYANIKOPPALU VILLAGE,New Beat 28..,2018,1
42063,KALLYANIKOPPALU VILLAGE,New Beat 28..,2019,1
42064,KALLYANIKOPPALU VILLAGE,New Beat 28..,2021,1
42065,KALLYANIKOPPALU VILLAGE,New Beat 28..,2022,1
42066,KALMAD TANDA,15..,2017,1
42067,KALMAD TANDA,15..,2018,3
42068,KALMAD TANDA,15..,2019,1
42069,KALMAL VILLAGE,Beat9..,2016,9
42070,KALMAL VILLAGE,Beat9..,2017,7
42071,KALMAL VILLAGE,Beat9..,2018,7
42072,KALMAL VILLAGE,Beat9..,2019,6
42073,KALMAL VILLAGE,Beat9..,2020,5
42074,KALMAL VILLAGE,Beat9..,2021,2
42075,KALMAL VILLAGE,Beat9..,2022,2
42076,KALMAL VILLAGE,Beat9..,2023,1
42077,KALMAL VILLAGE,Beat9..,2024,1
42078,KALMANE,Beat No 5..,2018,1
42079,KALMANE,Beat No 5..,2019,1
42080,KALMANE,Beat No 5..,2020,1
42081,KALMANGI,6..,2016,6
42082,KALMANGI,6..,2017,9
42083,KALMANGI,6..,2018,4
42084,KALMANGI,6..,2019,3
42085,KALMANGI,6..,2020,6
42086,KALMANGI,6..,2023,1
42087,KALMANI,BEAT NO 32..,2020,5
42088,KALMANI,BEAT NO 32..,2021,1
42089,KALMANI,BEAT NO 32..,2022,2
42090,KALMANJA,BEAT7..,2016,3
42091,KALMATH ROAD CROSS TO KULKARNI GALLI CROSS AREA,42..,2021,1
42092,KALMATH ROAD CROSS TO KULKARNI GALLI CROSS AREA,42..,2022,1
42093,KALMESHWAR NAGAR,BEAT 57 KALMESHWAR NAGAR..,2017,1
42094,KALMESHWAR NAGAR,BEAT 57 KALMESHWAR NAGAR..,2019,2
42095,KALMESHWAR NAGAR MAJAGAVI,BEAT NO 28..,2017,2
42096,KALMESHWAR NAGAR MAJAGAVI,BEAT NO 28..,2019,3
42097,KALMESHWAR NAGAR MAJAGAVI,BEAT NO 28..,2021,2
42098,KALMESHWAR NAGAR MAJAGAVI,BEAT NO 28..,2022,1
42099,KALMESHWAR NAGAR MAJAGAVI,BEAT NO 28..,2023,1
42100,KALMESHWAR NAGAR MAJAGAVI,BEAT NO 28..,2024,1
42101,KALMUD,BEAT 08..,2016,3
42102,KALMUD,BEAT 08..,2017,5
42103,KALMUD,BEAT 08..,2018,1
42104,KALMUD,BEAT 08..,2019,2
42105,KALMUD,BEAT 08..,2020,4
42106,KALMUD,BEAT 08..,2021,1
42107,KALMUD,BEAT 08..,2023,1
42108,KALMUD,BEAT 08..,2024,2
42109,KALOOR,VILLAGE BEAT 1..,2016,4
42110,KALOOR,VILLAGE BEAT 1..,2017,11
42111,KALOOR,VILLAGE BEAT 1..,2018,13
42112,KALOOR,VILLAGE BEAT 1..,2019,4
42113,KALOOR,VILLAGE BEAT 1..,2020,1
42114,KALOOR,VILLAGE BEAT 1..,2021,2
42115,KALOOR,VILLAGE BEAT 1..,2022,5
42116,KALOOR,VILLAGE BEAT 1..,2023,3
42117,KALOORU VILLAGE,MRPS BEAT NO 01..,2020,1
42118,KALOORU VILLAGE,MRPS BEAT NO 01..,2023,1
42119,KALPATARU VISION ROAD,Beat No24..,2018,3
42120,KALPATARU VISION ROAD,Beat No24..,2021,1
42121,KALPATHARU COLLEGE TIPTUR TOWN,Others..,2021,4
42122,KALPATHARU COLLEGE TIPTUR TOWN,Others..,2022,1
42123,KALPATHARU COLLEGE TIPTUR TOWN,Others..,2023,6
42124,KALPATHARU COLLEGE TIPTUR TOWN,Others..,2024,1
42125,KALSIPALYA,1..,2016,1
42126,KALTHODU,Beat 5..,2016,5
42127,KALTHODU,Beat 5..,2017,17
42128,KALTHODU,Beat 5..,2018,27
42129,KALTHODU,Beat 5..,2019,7
42130,KALTHODU,Beat 5..,2020,7
42131,KALTHODU,Beat 5..,2021,8
42132,KALTHODU,Beat 5..,2022,16
42133,KALTHODU,Beat 5..,2023,6
42134,KALTHODU,Beat 5..,2024,4
42135,KALUMBULI,NEW BEAT 21..,2020,2
42136,KALUMBULI,NEW BEAT 21..,2021,2
42137,KALUMBULI,NEW BEAT 21..,2023,3
42138,KALUMBULI,NEW BEAT 21..,2024,1
42139,KALUVALAHALLI,15th BEAT..,2019,2
42140,KALUVALAHALLI,15th BEAT..,2021,1
42141,KALUVARAHALLI,9TH BEAT..,2016,3
42142,KALUVARAHALLI,9TH BEAT..,2017,1
42143,KALUVARAHALLI,9TH BEAT..,2018,1
42144,KALUVARAHALLI,9TH BEAT..,2019,3
42145,KALUVARAHALLI,9TH BEAT..,2020,3
42146,KALUVARAHALLI,9TH BEAT..,2021,2
42147,KALUVARAHALLI,9TH BEAT..,2022,2
42148,KALUVEKERE BEEDI,New Town Beat 11..,2017,2
42149,KALUVEKERE BEEDI,New Town Beat 11..,2018,2
42150,KALUVEKERE BEEDI,New Town Beat 11..,2019,4
42151,KALUVEKERE BEEDI,New Town Beat 11..,2020,2
42152,KALUVEKERE BEEDI,New Town Beat 11..,2021,2
42153,KALUVEKERE BEEDI,New Town Beat 11..,2023,4
42154,KALVA,17..,2016,4
42155,KALVA,17..,2017,4
42156,KALVA,17..,2018,9
42157,KALVA,17..,2019,6
42158,KALVA,17..,2020,4
42159,KALVA,17..,2021,3
42160,KALVA,17..,2022,1
42161,KALVA,17..,2023,3
42162,KALWAD,NEW BEAT 18..,2022,2
42163,KALWAD,NEW BEAT 18..,2023,2
42164,KALYA,BEAT 2..,2016,13
42165,KALYA,BEAT 2..,2017,5
42166,KALYA,BEAT 2..,2018,2
42167,KALYA,BEAT 2..,2019,2
42168,KALYA,BEAT 2..,2020,3
42169,KALYA,BEAT 2..,2021,5
42170,KALYA,BEAT 2..,2022,6
42171,KALYA,BEAT 2..,2023,9
42172,KALYA,BEAT 2..,2024,1
42173,KALYANA NAGAR,01..,2017,132
42174,KALYANA NAGAR,01..,2018,124
42175,KALYANA NAGAR,01..,2019,99
42176,KALYANA NAGAR,01..,2020,45
42177,KALYANA NAGAR,01..,2021,47
42178,KALYANA NAGAR,01..,2022,63
42179,KALYANA NAGAR,01..,2023,52
42180,KALYANA NAGAR,01..,2024,18
42181,KALYANA NAGARA,02..,2020,31
42182,KALYANA NAGARA,02..,2021,45
42183,KALYANA NAGARA,02..,2022,31
42184,KALYANA NAGARA,02..,2023,53
42185,KALYANA NAGARA,02..,2024,9
42186,KALYANA NAGARA,40 TOWN BEAT..,2018,5
42187,KALYANA NAGARA,40 TOWN BEAT..,2019,6
42188,KALYANA NAGARA,40 TOWN BEAT..,2020,3
42189,KALYANA NAGARA,40 TOWN BEAT..,2021,5
42190,KALYANA NAGARA,40 TOWN BEAT..,2022,4
42191,KALYANA NAGARA,40 TOWN BEAT..,2023,7
42192,KALYANA NAGARA,40 TOWN BEAT..,2024,1
42193,KALYANA NAGARA,46th TOWN BEAT..,2018,1
42194,KALYANA NAGARA,46th TOWN BEAT..,2019,2
42195,KALYANA NAGARA,46th TOWN BEAT..,2020,4
42196,KALYANA NAGARA,46th TOWN BEAT..,2021,2
42197,KALYANA NAGARA,46th TOWN BEAT..,2022,5
42198,KALYANA NAGARA,46th TOWN BEAT..,2023,3
42199,KALYANA NAGARA,46th TOWN BEAT..,2024,1
42200,KALYANA NAGARA CDA LAYOUT,47th TOWN BEAT..,2018,1
42201,KALYANA NAGARA CDA LAYOUT,47th TOWN BEAT..,2019,1
42202,KALYANA NAGARA CDA LAYOUT,47th TOWN BEAT..,2020,3
42203,KALYANA NAGARA CDA LAYOUT,47th TOWN BEAT..,2021,3
42204,KALYANA NAGARA CDA LAYOUT,47th TOWN BEAT..,2022,1
42205,KALYANA NAGARA CDA LAYOUT,47th TOWN BEAT..,2023,4
42206,KALYANA NAGARA CDA LAYOUT,47th TOWN BEAT..,2024,1
42207,KALYANA VILLAGE,beat 3..,2016,6
42208,KALYANA VILLAGE,beat 3..,2017,2
42209,KALYANA VILLAGE,beat 3..,2018,2
42210,KALYANA VILLAGE,beat 3..,2020,7
42211,KALYANA VILLAGE,beat 3..,2021,14
42212,KALYANA VILLAGE,beat 3..,2022,10
42213,KALYANA VILLAGE,beat 3..,2023,5
42214,KALYANA VILLAGE,beat 3..,2024,2
42215,KALYANANAGARA,100 FEET ROD HDFC BANK..,2019,1
42216,KALYANGIRI,7..,2016,19
42217,KALYANGIRI,7..,2017,14
42218,KALYANGIRI,7..,2018,13
42219,KALYANGIRI,7..,2019,20
42220,KALYANGIRI,7..,2020,8
42221,KALYANGIRI,7..,2021,18
42222,KALYANGIRI,7..,2022,6
42223,KALYANGIRI,7..,2023,8
42224,KALYANNAGAR,Beat1..,2016,7
42225,KALYANNAGAR,Beat1..,2017,11
42226,KALYANNAGAR,Beat1..,2018,15
42227,KALYANNAGAR,Beat1..,2019,10
42228,KALYANNAGAR,Beat1..,2020,6
42229,KALYANNAGAR,Beat1..,2021,12
42230,KALYANNAGAR,Beat1..,2022,21
42231,KALYANNAGAR,Beat1..,2023,14
42232,KALYANNAGAR,Beat1..,2024,3
42233,KAMADENU,NEW BEAT NO 24..,2020,2
42234,KAMADOLLI,NEW BEAT 19..,2022,2
42235,KAMADOLLI,NEW BEAT 19..,2023,1
42236,KAMADOLLI VILLAGE,Beat No 5..,2016,13
42237,KAMADOLLI VILLAGE,Beat No 5..,2017,16
42238,KAMADOLLI VILLAGE,Beat No 5..,2018,8
42239,KAMADOLLI VILLAGE,Beat No 5..,2019,9
42240,KAMADOLLI VILLAGE,Beat No 5..,2020,7
